text,label,intent_name
I think a fee was applied for paying with a card.,15,card_payment_fee_charged
Why hasn't my friend received the money i sent them yet?,66,transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",66,transfer_not_received_by_recipient
"There are transactions that I did not make on my account, I think someone has my information.",22,compromised_card
"Transfer was declined, could not complete request.",27,declined_transfer
i transfered and yet it is still pending,48,pending_transfer
How can I transfer money into my account?,65,transfer_into_account
Am I able to have a card sent to China?,9,card_about_to_expire
Why did withdrawing money cost me extra?,19,cash_withdrawal_charge
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,46,pending_cash_withdrawal
How do I link a new card in the app?,13,card_linking
"I want to activate my card, how do I do it?",0,activate_my_card
Show me how to activate my card,0,activate_my_card
My card expires very soon.  What is the cost and delivery time to get a new one?,9,card_about_to_expire
How can I find out about an extra fee on my statement?,34,extra_charge_on_statement
Why do you need to know so much about me for my account?,74,why_verify_identity
Is there a way to lookup where funds came from?,70,verify_source_of_funds
My app was on the phone and I was mugged.  What do I do?,42,lost_or_stolen_phone
"While abroad I got cash, and a wrong exchange rate was applied.",76,wrong_exchange_rate_for_cash_withdrawal
How do I check security settings using the app?,14,card_not_working
Does google play offer the service to Top up?,2,apple_pay_or_google_pay
I've changed my mind on an item.  How do I get a refund?,52,request_refund
I tried to buy something online yesterday but it kept saying declined. Tried another time today but same thing happened. What's Broken?,27,declined_transfer
I bought something and I take issue with the exchange rate applied.,17,card_payment_wrong_exchange_rate
I tried to withdraw cash from the ATM machine and it did not work. Can you tell me why?,26,declined_cash_withdrawal
Is my card accepted anywhere?,10,card_acceptance
When are you going to transfer the money?,66,transfer_not_received_by_recipient
I got the incorrect amount of money given to me from my account,75,wrong_amount_of_cash_received
"I deposited a cheque, why isn't my balance showing that I did?",6,balance_not_updated_after_cheque_or_cash_deposit
I haven't received my card.,11,card_arrival
I wish to cancel a transfer,8,cancel_transfer
Why was I charged for a cash withdrawal at the ATM?,19,cash_withdrawal_charge
How long is the wait for my card?,12,card_delivery_estimate
What are the policies of disposable cards?,29,disposable_card_limits
Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?,22,compromised_card
My accounts been charged a payment for something I didn't make.,28,direct_debit_payment_not_recognised
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",13,card_linking
"What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it?",61,top_up_reverted
How is the exchange rate doing?,32,exchange_rate
Why is the check I deposited this morning not showing up?,6,balance_not_updated_after_cheque_or_cash_deposit
What documentation do you accept for the identity check?,69,verify_my_identity
Why was my exchange rate a different amount than usual?,17,card_payment_wrong_exchange_rate
What ATM locations are near me?,3,atm_support
What do you require for identity verification?,69,verify_my_identity
There are some charges that I don't recognize.  It happened days ago.  Can I get these charges back?  Should I cancel my card?,16,card_payment_not_recognised
"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",47,pending_top_up
My transfer was declined. What might the reason be?,27,declined_transfer
How much could I top up?,60,top_up_limits
Am I able to use my American Express to add money to my account balance?,54,supported_cards_and_currencies
Does it cost money to top up?,57,top_up_by_card_charge
Is there a top-up limit?,60,top_up_limits
There is a withdrawal in my account I didn't make.,20,cash_withdrawal_not_recognised
"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",15,card_payment_fee_charged
What are the rules for using disposable virtual cards?,29,disposable_card_limits
"Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?",63,transaction_charged_twice
How much will I be charged for exchanging foreign currency,31,exchange_charge
Where do I find my code to verify my top-up card?,71,verify_top_up
What currency can I use to pay for a top up?,54,supported_cards_and_currencies
Is there an additional charge to exchange currencies?,31,exchange_charge
I was charged a fee for withdrawing cash.,19,cash_withdrawal_charge
There was a purchase on my card recently to a name that I don't recognize at all. What can be done about this? I need my money back.,16,card_payment_not_recognised
Is the verification number on the top up card,71,verify_top_up
"I tried and tried, but I could not complete my transfer. Tell me what is wrong.",35,failed_transfer
I forgot my code,44,passcode_forgotten
Can you tell me what the exchange fee is?,31,exchange_charge
"I need a hand here, I need to top up cash.",58,top_up_by_cash_or_cheque
I am not in the UK can i get a card?,24,country_support
Do currency exchanges cost extra?,31,exchange_charge
There are duplicate transactions on my account,63,transaction_charged_twice
What steps do I do to transfer money using my credit card?,62,topping_up_by_card
I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user?,42,lost_or_stolen_phone
Which locations can I withdraw money from?,3,atm_support
How did the extra charge on my card come in effect?,15,card_payment_fee_charged
"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",27,declined_transfer
What do I have to do to get my virtual card?,40,getting_virtual_card
I need my card delivered as soon as possible.,12,card_delivery_estimate
Is there a way to track the delivery of my card?,11,card_arrival
"I got less than what i asked for in the ATM, why?",75,wrong_amount_of_cash_received
"Something is wrong, my top-up is gone and I don't know what happened to my money.",61,top_up_reverted
I would really like a physical card.,43,order_physical_card
The correct amount of cash was not received.,75,wrong_amount_of_cash_received
Can I change my PIN at any ATM?,21,change_pin
Why does it still charge me even though I was unable to withdraw money from the ATM?,46,pending_cash_withdrawal
How do I transfer money into my account?,65,transfer_into_account
I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong?,35,failed_transfer
Top up keeps failing,59,top_up_failed
"For the identity check, what kind of documents do I need to have?",69,verify_my_identity
How can I tell if my top-up has been cancelled?,61,top_up_reverted
Why do I have a transaction showing multiple times?,63,transaction_charged_twice
I attempted to get money in cash but it was refused!,26,declined_cash_withdrawal
WHAT IS THE ATMOSPHERE OF IT,10,card_acceptance
Where are you getting your exchange rates from?,32,exchange_rate
I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening?,53,reverted_card_payment?
I would like to know how to work out where my funds came from?,70,verify_source_of_funds
Can I choose between Mastercard and Visa?,73,visa_or_mastercard
Am I able to get a refund for a purchase?,52,request_refund
I can't log in with this passocde,44,passcode_forgotten
Is it possible to change my PIN?,21,change_pin
I want a refund for my item,52,request_refund
I want to use my American Express for adding money into my account.,54,supported_cards_and_currencies
how can i track card you sent,11,card_arrival
I tried the wrong PIN too many times.,49,pin_blocked
Do I get a card to keep in my wallet?,43,order_physical_card
Can I change my pin number at a cash machine?,21,change_pin
What is the extra fee on my statement?,34,extra_charge_on_statement
I am seeing in the App a payment that its not mine,16,card_payment_not_recognised
Is it possible to get both Mastercard and Visa card from you?,73,visa_or_mastercard
I believe that the rate of exchange for my cash withdrawl is incorrect.,76,wrong_exchange_rate_for_cash_withdrawal
which identity details are required,74,why_verify_identity
"Why is there now a charge for making cash withdrawals? I wanted some cash after I went to the grocery store, and there's a new fee!",19,cash_withdrawal_charge
Can I withdraw money from another bank and transfer it into my empty account?,65,transfer_into_account
When will I receive a transfer from europe?,67,transfer_timing
I wasn't able to do a transfer to an account,7,beneficiary_not_allowed
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",66,transfer_not_received_by_recipient
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",64,transfer_fee_charged
"If I lost my phone, how can I stop someone from accessing my account through the app?",42,lost_or_stolen_phone
Why do you need so much id info from me?,74,why_verify_identity
How quickly can I transfer something to China?,67,transfer_timing
Why is there an extra €1 fee in my statement?,34,extra_charge_on_statement
It's been a week since I ordered my card and it's not here. Please help?,11,card_arrival
Help! I need to transfer something to China.,67,transfer_timing
I made a cash deposit going to my account but it is not there,6,balance_not_updated_after_cheque_or_cash_deposit
I see a direct debit charge that I did not approve,28,direct_debit_payment_not_recognised
There is a direct debit charge on my account that is not mine.,28,direct_debit_payment_not_recognised
How to receive virtual card?,40,getting_virtual_card
Is there a fee to get an actual card?,43,order_physical_card
When I got cash I was charged an extra fee!  Explain!,19,cash_withdrawal_charge
I withdraw money abroad but I didn't get the right amount.,76,wrong_exchange_rate_for_cash_withdrawal
I have an unknown charge.,28,direct_debit_payment_not_recognised
I got an unexpected charge on my transfers. How can I correct this?,64,transfer_fee_charged
What happens if a merchant doesn't accept  you payment?,53,reverted_card_payment?
How many different cards can I have for my account?,39,getting_spare_card
Why is the transfer showing pending?,48,pending_transfer
I want to shut down my account as soon as possible.,55,terminate_account
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,13,card_linking
My phone was left at a hotel and I can't access the app.,42,lost_or_stolen_phone
i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,6,balance_not_updated_after_cheque_or_cash_deposit
do you offer refunds? i would like to return purchase.,52,request_refund
Can I choose between Visa or MasterCard?,73,visa_or_mastercard
what is this charge i didnt do it what can i do,28,direct_debit_payment_not_recognised
I have not been able to use this card.,14,card_not_working
Where can I use a disposable card?,29,disposable_card_limits
Can I setup top ups in advance?,4,automatic_top_up
How much would an extra card cost?,39,getting_spare_card
My transfer's stuck on pending.,48,pending_transfer
How do I modify my details?,30,edit_personal_details
Do you accept SWIFT transfers?,56,top_up_by_bank_transfer_charge
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,13,card_linking
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",46,pending_cash_withdrawal
They is a payment I don't recognize on my statement.,16,card_payment_not_recognised
I don't understand why I'm being charged for using my card.,15,card_payment_fee_charged
Are there any top-up limits involved?,60,top_up_limits
Why can't my beneficiary access my account?,7,beneficiary_not_allowed
Someone might be using my card that is not me.,22,compromised_card
A payment is showing twice. Why is that?,63,transaction_charged_twice
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",35,failed_transfer
"I need to delete my account, please.",55,terminate_account
Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.,20,cash_withdrawal_not_recognised
I want to top up with my Apple Watch.,2,apple_pay_or_google_pay
My payment's stuck on pending.,45,pending_card_payment
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,59,top_up_failed
Do you need to know my first and last name?,74,why_verify_identity
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,12,card_delivery_estimate
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,46,pending_cash_withdrawal
how much for a physical card?,43,order_physical_card
Tell me if there is a top-up limit.,60,top_up_limits
"My transfer did not work, what was the reason?",35,failed_transfer
Why did the funds for one of my purchase come back to my account?,53,reverted_card_payment?
How can I order a card?,43,order_physical_card
My card is showing the same transaction over and over again.,63,transaction_charged_twice
My payment for my card is not working,25,declined_card_payment
I need to activate my card.,0,activate_my_card
How can I exchange currencies in the app?,33,exchange_via_app
I bought something in another country but the exchange rate is wrong,17,card_payment_wrong_exchange_rate
Why did you revert my top up?,61,top_up_reverted
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",66,transfer_not_received_by_recipient
I noticed the exchange rate for cash withdrawal isn't right.,76,wrong_exchange_rate_for_cash_withdrawal
There is a missing transfer on my account,5,balance_not_updated_after_bank_transfer
Which fiat currencies can I use through this app?,36,fiat_currency_support
"My card has an expiration date, will you send a new one automatically?",9,card_about_to_expire
Do I need to do something to get a new card once it expires?,9,card_about_to_expire
How long does it take for a cash withdrawal to show?,46,pending_cash_withdrawal
This fee shouldn't be there after I paid with a card.,15,card_payment_fee_charged
I want a backup second card. Is this possible?,39,getting_spare_card
Can currencies be exchanged on this app?,33,exchange_via_app
wheres my pin,38,get_physical_card
My card won't physically work.,14,card_not_working
What are the exchange rates you assign?,32,exchange_rate
Where did my top-up go? I can't find it in my wallet,62,topping_up_by_card
"I was charged a fee when withdrawing cash, can you explain why?",19,cash_withdrawal_charge
I want my card I just received to show up in the app. How do I do that?,13,card_linking
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,59,top_up_failed
Is there a way to top up using my Apple Watch?,2,apple_pay_or_google_pay
"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",46,pending_cash_withdrawal
Are there fees for using an international card to top up?,57,top_up_by_card_charge
Is there a reason that my top-up is still pending?,47,pending_top_up
Why do you need me to verify who I am?,74,why_verify_identity
I didn't do a payment and I have it now.,16,card_payment_not_recognised
I added funds to my account but the app didn't process it.,59,top_up_failed
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,32,exchange_rate
How do I actually obtain a card myself?,43,order_physical_card
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,66,transfer_not_received_by_recipient
At what age can I open an account?,1,age_limit
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,15,card_payment_fee_charged
Can you tell me what this cash withdrawal is?,20,cash_withdrawal_not_recognised
I have to make several disposable cards per day.,29,disposable_card_limits
How do I get my card out of the ATM?,18,card_swallowed
I believe that my transfer hasn't gone through.,35,failed_transfer
Is there an extra fee for using an ATM?,19,cash_withdrawal_charge
Where can I do a cash withdrawal?,3,atm_support
What kind of cards are supported?  What currency?,54,supported_cards_and_currencies
What reasons would cause my card payment to be cancelled?,53,reverted_card_payment?
How can I trade currencies with this app?,33,exchange_via_app
My card is needed soon,12,card_delivery_estimate
"I am seeing unathorized transactions in the app, on my account.",20,cash_withdrawal_not_recognised
Does your app allow currency exchanges between USD and GBP?,33,exchange_via_app
The app shows Direct Debit payments that I didn't make,28,direct_debit_payment_not_recognised
There is a direct debit fee in the App that I didn't do.,28,direct_debit_payment_not_recognised
Will I get charged for topping up with an international card?,57,top_up_by_card_charge
There's a $200 withdrawal on my statement that seems fishy to me.,20,cash_withdrawal_not_recognised
My payment had a wrong exchange rate.,17,card_payment_wrong_exchange_rate
What documents do I need to get together to verify my identity?,69,verify_my_identity
Is there a fee for currency exchange?,31,exchange_charge
I made a payment that's pending. Will it go through?,45,pending_card_payment
"I tried again to top up my card after doing it a couple days ago when it had worked. Now, it doesn't seem to be working. Can you tell me what the deal is here please?",59,top_up_failed
What is the first step I need to make for being able to access my account?,74,why_verify_identity
There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit.,28,direct_debit_payment_not_recognised
Tell me why my transfer is pending.,48,pending_transfer
Do I have to change my PIN at a bank?,21,change_pin
"I cannot seem to buy something online with my card? the payment comes back, what's going on?",53,reverted_card_payment?
My top up doesn't work,59,top_up_failed
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",6,balance_not_updated_after_cheque_or_cash_deposit
Are there any express fees if i want my new card faster?,9,card_about_to_expire
I need to know which flat currencies are supported by you.,36,fiat_currency_support
What is the proper way to activate a card?,0,activate_my_card
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",61,top_up_reverted
Which currencies do you handle?,54,supported_cards_and_currencies
Something's wrong my card won't work.,14,card_not_working
Where do I look for cash top up?,58,top_up_by_cash_or_cheque
how long does it take to get my card i am in a rush,12,card_delivery_estimate
Can my daughter make an account?,1,age_limit
I tried to do a transfer and it hasn't worked!,35,failed_transfer
Can I use my account even though the identity verification has not passed yet?,74,why_verify_identity
I prefer mastercard.,73,visa_or_mastercard
How do I report a cash withdrawal that wasn't me?,20,cash_withdrawal_not_recognised
i live in portugal. do you operate here?,24,country_support
i have yet to get my pin,38,get_physical_card
Why am I still waiting for a transfer?,5,balance_not_updated_after_bank_transfer
Is there a reason behind why my transfer did not work?,35,failed_transfer
Why can't I see the top up I made?,62,topping_up_by_card
What other currencies can I hang onto?,36,fiat_currency_support
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,66,transfer_not_received_by_recipient
Can I cancel an order if I haven't received the item yet? And how can I get my money back? Please help. Thanks.,52,request_refund
I was declined when I tried to take out cash!,26,declined_cash_withdrawal
want a new card what are the fees,9,card_about_to_expire
I am still waiting for verification.  Can I use my account before I am verified?,74,why_verify_identity
I wanted to know why there is a transfer of mine pending.,48,pending_transfer
It looks like my card payment might have been reverted.,53,reverted_card_payment?
If my card payment isn't working what do I do?,25,declined_card_payment
How do you check my identity?,69,verify_my_identity
My card payment has been pending for a long time now. Why is it taking so long to take. It should have already made it through.,45,pending_card_payment
The top-up did not go through.,59,top_up_failed
What is the procedure for depositing a virtual card,37,get_disposable_virtual_card
Please help! I need a refund on a transaction on something I bought and I need the refund right away!,52,request_refund
Why are you charging me for ATM withdrawal? It has always been free before.,19,cash_withdrawal_charge
How long do I have to wait until the transferred money shows up?,5,balance_not_updated_after_bank_transfer
Can i choose a specific delivery date?,12,card_delivery_estimate
How long will a transfer take from Europe?,67,transfer_timing
Can you explain to me the way to verify my top up has gone through?,71,verify_top_up
I was charged $1 in a transaction.,34,extra_charge_on_statement
What currencies can be used for top up?,54,supported_cards_and_currencies
How long will I have to wait for my money to be in my account?,67,transfer_timing
"I tried to buy something and it was declined and my transfers keep getting declined, Why?",27,declined_transfer
Why isn't my refund showing up in my statement?,51,Refund_not_showing_up
I need to move money from another bank to this account.,65,transfer_into_account
Why did you guys charge me an extra €1?,34,extra_charge_on_statement
Why was I charged an additional $1?,34,extra_charge_on_statement
I want to transfer money into my account,65,transfer_into_account
How can I link my bank to my top up account?,65,transfer_into_account
I can't see a refund for a return I completed recently.,51,Refund_not_showing_up
I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,23,contactless_not_working
My money I had was gone and I could not get gas!,62,topping_up_by_card
am suspicious of my card's security,22,compromised_card
Why is my top-up showing as reverted?,61,top_up_reverted
I need my refund as soon as possible. What else do I have to do?,51,Refund_not_showing_up
when does my balance update for a transfer,5,balance_not_updated_after_bank_transfer
"Why did the person I transferred money to not receive the correct amount? What should I do to get them the right amount, do I have to transfer more money to them?",64,transfer_fee_charged
"I deposited a check, but haven't received the funds for it.",6,balance_not_updated_after_cheque_or_cash_deposit
Can i get payed through this system?,50,receiving_money
Can I add money automatically to my account while traveling?,4,automatic_top_up
Is currency exchange possible?,33,exchange_via_app
"
Where can I withdraw money from?",3,atm_support
My daughter needs to open account.,1,age_limit
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",46,pending_cash_withdrawal
"
At which ATMs can I use this card?",3,atm_support
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",13,card_linking
"I would like to make a purchase, however my card has been declined. I would like to ask the reason for this. The past two weeks, the card has been working fine.",53,reverted_card_payment?
My card is stuck inside the ATM.,18,card_swallowed
I went to do a transfer and it was declined.,27,declined_transfer
What currency can I use to add money?,54,supported_cards_and_currencies
What should I do once my card expires?,9,card_about_to_expire
I would like to cancel a transfer...is this possible?,8,cancel_transfer
I am not able to see the card PIN anywhere?,38,get_physical_card
I can't verify my ID. Why?,68,unable_to_verify_identity
Why was I charged an extra fee when using the card?,15,card_payment_fee_charged
I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP,20,cash_withdrawal_not_recognised
Why couldn't I transfer funds to my beneficiary?,7,beneficiary_not_allowed
Why cant I send money to a beneficiary?,7,beneficiary_not_allowed
Can I do more than 10 transactions with a disposable card?,29,disposable_card_limits
"I deposited a cheque with some money, but the balance hasn't changed.",6,balance_not_updated_after_cheque_or_cash_deposit
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",28,direct_debit_payment_not_recognised
Where is an ATM?,3,atm_support
Do you deliver the PIN separately?,38,get_physical_card
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,66,transfer_not_received_by_recipient
I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,6,balance_not_updated_after_cheque_or_cash_deposit
How can correct Top up with the app to work correctly?,59,top_up_failed
want to know how to get virtual card,40,getting_virtual_card
I won't be pleased unless I get a Mastercard.,73,visa_or_mastercard
What countries have access to this service.,24,country_support
My card payment didn't go through.,25,declined_card_payment
is there a limit for top up?,60,top_up_limits
There's an unauthorized direct debit in my app.,28,direct_debit_payment_not_recognised
Is there a limit to my top-up?,60,top_up_limits
I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.,64,transfer_fee_charged
how much will I be charged for making a transfer?,56,top_up_by_bank_transfer_charge
i tried to do a transfer to an account but it didn't work,7,beneficiary_not_allowed
My top-up was just cancelled.,61,top_up_reverted
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,34,extra_charge_on_statement
What are the top up fees for using an European bank card?,57,top_up_by_card_charge
Can you send me more cards for my account?,39,getting_spare_card
Could you inform me as to why I have been charged a higher fee for doing banking abroad.,64,transfer_fee_charged
"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me.",47,pending_top_up
Why did a transaction I made charge me $1?,34,extra_charge_on_statement
What do I need to do in order to get a new card?,43,order_physical_card
"I deposited a cheque, but my account balance stayed the same.",6,balance_not_updated_after_cheque_or_cash_deposit
I don't think I made this transaction on my statement,16,card_payment_not_recognised
I used my card top-up but all of the money is missing.,62,topping_up_by_card
I can't remember my passcode.,44,passcode_forgotten
I dont have identification,68,unable_to_verify_identity
I've got to have one of those virtual cards.,40,getting_virtual_card
My topup got reverted. Please let me know if there is any issue in system.,61,top_up_reverted
Why i'm I being charged an extra pound,34,extra_charge_on_statement
It didn't give me my cash,75,wrong_amount_of_cash_received
How much does it cost to top up by transfer?,56,top_up_by_bank_transfer_charge
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,15,card_payment_fee_charged
"This company is bad, delete my account now.",55,terminate_account
What are the steps to finishing up with this account?,55,terminate_account
I want to create a new pin.,21,change_pin
can you tell me where to find the top-up verification code?,71,verify_top_up
How do I get to the virtual cards?,40,getting_virtual_card
My Google pay top up isn't working.,2,apple_pay_or_google_pay
Show me the source of my money.,70,verify_source_of_funds
I no longer have my phone.,42,lost_or_stolen_phone
I would like to get a Visa card,73,visa_or_mastercard
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,8,cancel_transfer
Is there a limit to auto top?,4,automatic_top_up
Can I trace where my funds came from?,70,verify_source_of_funds
Your machine took my card. How do I get it back?,18,card_swallowed
"I have a Visa and Mastercard, can I use these?",73,visa_or_mastercard
How long will my top-up stay pending?,47,pending_top_up
My payment didn't work and the money is in back in my account.,53,reverted_card_payment?
Why isn't this accepting my identity?,68,unable_to_verify_identity
How do I find out what countries you service and what countries you do not?,24,country_support
What if there is an error on the exchange rate?,17,card_payment_wrong_exchange_rate
I would like to link my card to my account.,13,card_linking
Today I was out eating and my card was declined. Why's that?,14,card_not_working
What do I do if my card gets broken?,14,card_not_working
Cancel Transaction,8,cancel_transfer
What is the virtual card and how can i get one?,40,getting_virtual_card
"My card payment is showing up as pending for a very long time, what's going on with that, it should be going through at some point?",45,pending_card_payment
"My PIN is unlocked, what do I do?",49,pin_blocked
What is this fee showing up in my account for?,15,card_payment_fee_charged
"I found my card in my jacket this morning, so can I reactivate it?",13,card_linking
How can I verify my top up?,71,verify_top_up
Why has my top-up not worked?,59,top_up_failed
I would like to know what the restrictions are for the disposable cards.,29,disposable_card_limits
I need a new card.,39,getting_spare_card
Can I use my account before my Identity verification has passed?,74,why_verify_identity
How can I change my old pin to a new one?,21,change_pin
Do you accept Visa or Mastercard?,73,visa_or_mastercard
Can I use SWIFT transfers?,56,top_up_by_bank_transfer_charge
How long before transferred money shows up?,5,balance_not_updated_after_bank_transfer
Can I get a card in the US?,24,country_support
The card is non-functional.,14,card_not_working
What are my payment options for topping off my account?,58,top_up_by_cash_or_cheque
Is there a limit on how many times I can use a disposable card?,29,disposable_card_limits
I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,72,virtual_card_not_working
Where is the transfer to my account?,5,balance_not_updated_after_bank_transfer
I cannot get my card out of the ATM.,18,card_swallowed
Did  my transfer fail?,35,failed_transfer
"It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere!",52,request_refund
In a recent withdrawal I received less cash than I expected to receive.  Did someone make an error with the exchange rate?,76,wrong_exchange_rate_for_cash_withdrawal
Where do I scan my card?,13,card_linking
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",64,transfer_fee_charged
Why are the things I bought earlier today still showing as pending?,45,pending_card_payment
Do you support all countries?,24,country_support
Why is my 'top up' not showing up in my wallet?,62,topping_up_by_card
I took out some cash from the ATM but it is still showing the transaction is pending.,46,pending_cash_withdrawal
I don't know what a pending payment is.,45,pending_card_payment
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,17,card_payment_wrong_exchange_rate
"I made a bank transfer earlier from my UK account.  I don't see it yet, can you check the status?",5,balance_not_updated_after_bank_transfer
I think I got charged twice for the same thing,63,transaction_charged_twice
What should I do if I want to get another card for someone in my family?,39,getting_spare_card
What happened to my cash deposit?,6,balance_not_updated_after_cheque_or_cash_deposit
I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week!,51,Refund_not_showing_up
"My card still hasn't arrived after two weeks, now what?",11,card_arrival
"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund.",51,Refund_not_showing_up
I am trying to revert a transcation I did this morning,8,cancel_transfer
When will the money from my bank transfer be available?,5,balance_not_updated_after_bank_transfer
How often am I able to top-up?,60,top_up_limits
Do you have a list of the cards and currencies supported?,54,supported_cards_and_currencies
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",75,wrong_amount_of_cash_received
How long does it take to recieve my new card?,11,card_arrival
My pin isn't here yet,38,get_physical_card
I need to change my data.,30,edit_personal_details
I noticed an extra fee when I paid with my card.,15,card_payment_fee_charged
Please explain the fee on a transfer I made.,64,transfer_fee_charged
How long will it take to deliver to the US?,12,card_delivery_estimate
"My cash withdrawal is showing as pending, why?",46,pending_cash_withdrawal
I keep checking my statements but nothing shows up! I requested a refund a long time ago but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,51,Refund_not_showing_up
do i have to talk to someone to close an account or can i in the app,55,terminate_account
"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",19,cash_withdrawal_charge
Will you accept my salary if it's in another currency?,50,receiving_money
"Would you please unblock my pin? I don't know why, but it's blocked.",49,pin_blocked
I see an unfamiliar payment on my statement.,16,card_payment_not_recognised
Is there a certain age I need to be?,1,age_limit
Can I update my details?,30,edit_personal_details
When will my top-up be completed?,47,pending_top_up
Why haven't I gotten my new card?,11,card_arrival
you got the exchange rate wrong for my cash withdrawal,76,wrong_exchange_rate_for_cash_withdrawal
The exchange rate is incorrect for something I bought,17,card_payment_wrong_exchange_rate
